id_penjualan,id_invoice,id_customer,id_barang,tanggal,month,id_distributor,customer,cabang_sales,group,nama_barang,brand,harga,jumlah_barang,total_harga
IN6311-BRG0007,IN6311,CUST55426,BRG0007,2022-01-23,1,TA,APOTEK MAJA,Kuningan,Apotek,ERGOTAMINE COFFEINE,ETIKAL,64700,7,452900
IN6312-BRG0006,IN6312,CUST55725,BRG0006,2022-05-02,5,EPM,APOTEK TAPAK,Aceh,Apotek,KETOCONAZOLE TABLET 200 MG,OGB & PH,39000,34,1326000
IN6313-BRG0001,IN6313,CUST55660,BRG0001,2022-04-20,4,TA,APOTEK MERDEKA,Bandung,Apotek,ACYCLOVIR DUS,OGB & PH,96000,24,2304000
IN6314-BRG0002,IN6314,CUST55527,BRG0002,2022-01-28,1,TA,APOTEK SINAR JAYA,Bekasi,Apotek,ALERGINE TABLET SALUT,ETIKAL,112000,45,5040000
IN6315-BRG0004,IN6315,CUST55643,BRG0004,2022-04-21,4,TA,APOTEK MAJA,Kuningan,Apotek,TRAMADOL KAPSUL 50 MG,VNS,24500,14,343000
IN6316-BRG0003,IN6316,CUST55662,BRG0003,2022-04-19,4,TA,APOTEK SINAR JAYA,Bekasi,Apotek,AMPICILLIN,MARCKS,17000,120,2040000
IN6317-BRG0003,IN6317,CUST55522,BRG0003,2022-01-23,1,EPM,APOTEK TAPAK,Aceh,Apotek,AMPICILLIN,MARCKS,17000,10,170000
IN6318-BRG0003,IN6318,CUST55462,BRG0003,2022-01-23,1,EPM,APOTEK TAPAK,Aceh,Apotek,AMPICILLIN,MARCKS,17000,22,374000
IN6319-BRG0004,IN6319,CUST55553,BRG0004,2022-02-11,2,TA,APOTEK MAJA,Kuningan,Apotek,TRAMADOL KAPSUL 50 MG,VNS,24500,98,2401000
IN6320-BRG0006,IN6320,CUST55495,BRG0006,2022-02-01,2,TA,APOTEK MERDEKA,Bandung,Apotek,KETOCONAZOLE TABLET 200 MG,OGB & PH,39000,67,2613000
IN6321-BRG0001,IN6321,CUST55410,BRG0001,2022-01-31,1,EPM,APOTEK TAPAK,Aceh,Apotek,ACYCLOVIR DUS,OGB & PH,96000,22,2112000
IN6322-BRG0009,IN6322,CUST55488,BRG0009,2022-01-31,1,TA,APOTEK MERDEKA,Bandung,Apotek,AMBROXOL HC,VNS,31000,17,527000
IN6323-BRG0004,IN6323,CUST55439,BRG0004,2022-01-30,1,TD,KLINIK DR. ANDRI,Lampung,Klinik,TRAMADOL KAPSUL 50 MG,VNS,24500,6,147000
IN6324-BRG0007,IN6324,CUST55686,BRG0007,2022-06-10,6,EPM,APOTEK SAHABAT,Padang,Apotek,ERGOTAMINE COFFEINE,ETIKAL,64700,25,1617500
IN6325-BRG0002,IN6325,CUST55521,BRG0002,2022-01-28,1,EPM,APOTEK SAHABAT,Padang,Apotek,ALERGINE TABLET SALUT,ETIKAL,112000,9,1008000
IN6326-BRG0009,IN6326,CUST55458,BRG0009,2022-01-31,1,TA,APOTEK MERDEKA,Bandung,Apotek,AMBROXOL HC,VNS,31000,4,124000
IN6327-BRG0009,IN6327,CUST55448,BRG0009,2022-01-27,1,TA,APOTEK MAJA,Kuningan,Apotek,AMBROXOL HC,VNS,31000,25,775000
